variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
P01845_Ig lambda-3 chain C regi.	proteomics_plasma	LAT	sp|P01845|LAC3_MOUSE	Ig lambda-3 chain C region  OS=Mus musculus (Mouse) GN=Iglc3 PE=1 SV=1	P01845	1.14209890782534	0.214530468312808	0	0.122715856763307	0.866738157934184	0	1.7131230076287		0
P70349_Histidine triad nucleoti.	proteomics_plasma	LAT	sp|P70349|HINT1_MOUSE	Histidine triad nucleotide-binding protein 1  OS=Mus musculus (Mouse) GN=Hint1 PE=1 SV=3	P70349	1.14076793214686	0.214530468312808	0	0.282943546511131	0.650803196373028	0	1.83759697531587		0
P15379_CD44 antigen	proteomics_plasma	LAT	sp|P15379|CD44_MOUSE	CD44 antigen  OS=Mus musculus (Mouse) GN=Cd44 PE=1 SV=3	P15379	-0.203684532317336	0.214530468312808	0	0.0557905830241197	0.598871751461465	0	1.65853600943205		0
P04186_Complement factor B	proteomics_plasma	LAT	sp|P04186|CFAB_MOUSE	Complement factor B  OS=Mus musculus (Mouse) GN=Cfb PE=1 SV=2	P04186	-0.120361664698677	0.214530468312808	0	-0.108535447332883	0.0721753207859129	0	1.92656463401227		0.22205067391531
Q00623_Apolipoprotein A-I	proteomics_plasma	LAT	sp|Q00623|APOA1_MOUSE	Apolipoprotein A-I  OS=Mus musculus (Mouse) GN=Apoa1 PE=1 SV=2	Q00623	0.197213277238816	0.250366882085215	0	-0.268423108012897	0.0124264461693463	1	1.46783352678193		0
P21460_Cystatin-C	proteomics_plasma	LAT	sp|P21460|CYTC_MOUSE	Cystatin-C  OS=Mus musculus (Mouse) GN=Cst3 PE=1 SV=2	P21460	1.16527453918185	0.276924615996529	0	0.635449722639326	0.337956944937838	0	1.3086910597669		0
Q91Y97_Fructose-bisphosphate al.	proteomics_plasma	LAT	sp|Q91Y97|ALDOB_MOUSE	Fructose-bisphosphate aldolase B  OS=Mus musculus (Mouse) GN=Aldob PE=1 SV=3	Q91Y97	1.07165472019049	0.276924615996529	0	-0.378561741153451	0.551568357514889	0	1.75879162198938		0
P01878_Ig alpha chain C region	proteomics_plasma	LAT	sp|P01878|IGHA_MOUSE	Ig alpha chain C region  OS=Mus musculus (Mouse) PE=1 SV=1	P01878	0.903564596229849	0.276924615996529	0	-0.04635670800198	0.92840730824931	0	1.64642864612333		0
P01868_Ig gamma-1 chain C regio.	proteomics_plasma	LAT	sp|P01868|IGHG1_MOUSE	Ig gamma-1 chain C region secreted form  OS=Mus musculus (Mouse) GN=Ighg1 PE=1 SV=1	P01868	-0.872208736575715	0.276924615996529	0	0.024309074479067	0.953565348623692	0	1.80651991441888		0
Q05909_Receptor-type tyrosine-p.	proteomics_plasma	LAT	sp|Q05909|PTPRG_MOUSE	Receptor-type tyrosine-protein phosphatase gamma  OS=Mus musculus (Mouse) GN=Ptprg PE=1 SV=1	Q05909	0.847459443515813	0.276924615996529	0	0.0589578502763253	0.924076916061557	0	1.77044723642805		0
G5E8Q8_Adhesion G protein-coupl.	proteomics_plasma	LAT	sp|G5E8Q8|AGRF5_MOUSE	Adhesion G protein-coupled receptor F5  OS=Mus musculus (Mouse) GN=Adgrf5 PE=1 SV=1	G5E8Q8	0.82087596085934	0.276924615996529	0	-0.290045517775589	0.554947309424001	0	1.3182903586999		0
P01819_Ig heavy chain V region .	proteomics_plasma	LAT	sp|P01819|HVM43_MOUSE	Ig heavy chain V region MOPC 141  OS=Mus musculus (Mouse) PE=4 SV=1	P01819	0.632679696216098	0.276924615996529	0	0.503321594714251	0.147600224541929	0	1.5699663109469		0
P70663_SPARC-like protein 1	proteomics_plasma	LAT	sp|P70663|SPRL1_MOUSE	SPARC-like protein 1  OS=Mus musculus (Mouse) GN=Sparcl1 PE=1 SV=3	P70663	0.561315004689501	0.276924615996529	0	0.578521429326511	0.06247147978497	0	1.5424098378328		0
P20029_Endoplasmic reticulum ch.	proteomics_plasma	LAT	sp|P20029|BIP_MOUSE	Endoplasmic reticulum chaperone BiP  OS=Mus musculus (Mouse) GN=Hspa5 PE=1 SV=3	P20029	0.354174958484982	0.276924615996529	0	0.0874327344282229	0.681517882946972	0	2.00104375296292		0
Q9R098_Hepatocyte growth factor.	proteomics_plasma	LAT	sp|Q9R098|HGFA_MOUSE	Hepatocyte growth factor activator  OS=Mus musculus (Mouse) GN=Hgfac PE=1 SV=1	Q9R098	-0.335825670929768	0.276924615996529	0	0.0252344598868142	0.903841101345152	0	1.74496022192652		0
P39039_Mannose-binding protein A	proteomics_plasma	LAT	sp|P39039|MBL1_MOUSE	Mannose-binding protein A  OS=Mus musculus (Mouse) GN=Mbl1 PE=1 SV=1	P39039	-0.192008110582563	0.276924615996529	0	-0.316130083039393	0.00339707988695174	1	1.31698587690374		0
P11859_Angiotensinogen	proteomics_plasma	LAT	sp|P11859|ANGT_MOUSE	Angiotensinogen  OS=Mus musculus (Mouse) GN=Agt PE=1 SV=1	P11859	-0.151154308581013	0.276924615996529	0	-0.0211015492105666	0.836965306245957	0	1.62453927119211		0
Q64726_Zinc-alpha-2-glycoprotein	proteomics_plasma	LAT	sp|Q64726|ZA2G_MOUSE	Zinc-alpha-2-glycoprotein  OS=Mus musculus (Mouse) GN=Azgp1 PE=1 SV=2	Q64726	-0.146656309204765	0.276924615996529	0	-0.196186060366859	0.0146260044338263	1	1.3997829941907		0
P01029_Complement C4-B	proteomics_plasma	LAT	sp|P01029|CO4B_MOUSE	Complement C4-B  OS=Mus musculus (Mouse) GN=C4b PE=1 SV=3	P01029	-0.303587010579211	0.296257259501951	0	-0.252690299214091	0.140880305031271	0	1.81092247362818		0
Q9WVA4_Transgelin-2	proteomics_plasma	LAT	sp|Q9WVA4|TAGL2_MOUSE	Transgelin-2  OS=Mus musculus (Mouse) GN=Tagln2 PE=1 SV=4	Q9WVA4	1.13105436201007	0.305613841509562	0	0.637879839073893	0.337099845447141	0	1.28083317233465	svm	0
B2RUP2_Protein unc-13 homolog D	proteomics_plasma	LAT	sp|B2RUP2|UN13D_MOUSE	Protein unc-13 homolog D  OS=Mus musculus (Mouse) GN=Unc13d PE=1 SV=2	B2RUP2	-0.750683578941629	0.310163475115979	0	0.360207826281815	0.419200617131312	0	1.41978553784204		0
Q8K0E8_Fibrinogen beta chain	proteomics_plasma	LAT	sp|Q8K0E8|FIBB_MOUSE	Fibrinogen beta chain  OS=Mus musculus (Mouse) GN=Fgb PE=1 SV=1	Q8K0E8	-0.518395502809838	0.312720656637452	0	-0.366142211376932	0.229712466685381	0	1.49788733148227		0
Q62009_Periostin	proteomics_plasma	LAT	sp|Q62009|POSTN_MOUSE	Periostin  OS=Mus musculus (Mouse) GN=Postn PE=1 SV=2	Q62009	-0.169212869060878	0.312720656637452	0	0.367199532023566	0.00078368204934586	1	1.30734816016849		0
P34928_Apolipoprotein C-I	proteomics_plasma	LAT	sp|P34928|APOC1_MOUSE	Apolipoprotein C-I  OS=Mus musculus (Mouse) GN=Apoc1 PE=1 SV=1	P34928	0.16078627074107	0.312720656637452	0	-0.427534330111733	8.42692544984859e-05	1	1.1136665472708		0
P01636_Ig kappa chain V-V regio.	proteomics_plasma	LAT	sp|P01636|KV5A4_MOUSE	Ig kappa chain V-V region MOPC 149  OS=Mus musculus (Mouse) PE=1 SV=1	P01636	-0.982369216952382	0.316159411750792	0	0.018986868533343	0.96845980203388	0	1.09848859324126	svm	0
Q8K426_Resistin-like gamma	proteomics_plasma	LAT	sp|Q8K426|RETNG_MOUSE	Resistin-like gamma  OS=Mus musculus (Mouse) GN=Retnlg PE=1 SV=1	Q8K426	-0.646767700717554	0.316159411750792	0	-0.251934253667255	0.556407136991794	0	0.96094049352065		0
P32261_Antithrombin-III	proteomics_plasma	LAT	sp|P32261|ANT3_MOUSE	Antithrombin-III  OS=Mus musculus (Mouse) GN=Serpinc1 PE=1 SV=1	P32261	-0.391066479589686	0.316159411750792	0	-0.404517888996097	0.0840163624726028	0	1.49084421409724		0
Q61207_Prosaposin	proteomics_plasma	LAT	sp|Q61207|SAP_MOUSE	Prosaposin  OS=Mus musculus (Mouse) GN=Psap PE=1 SV=2	Q61207	-0.192080792664125	0.316159411750792	0	0.411856617336042	0.00111827668442685	1	1.57057506591112		0
P16294_Coagulation factor IX	proteomics_plasma	LAT	sp|P16294|FA9_MOUSE	Coagulation factor IX  OS=Mus musculus (Mouse) GN=F9 PE=2 SV=3	P16294	-0.120629679407863	0.316159411750792	0	-0.18495193498584	0.0144911072390482	1	1.12860579172805		0
P01654_Ig kappa chain V-III reg.	proteomics_plasma	LAT	sp|P01654|KV3A1_MOUSE	Ig kappa chain V-III region PC 2880/PC 1229  OS=Mus musculus (Mouse) PE=1 SV=1	P01654	1.65766498000289	0.348858397829223	0	1.36995001206113	0.176098339461789	0	1.48441335922036		0
P68368_Tubulin alpha-4A chain	proteomics_plasma	LAT	sp|P68368|TBA4A_MOUSE	Tubulin alpha-4A chain  OS=Mus musculus (Mouse) GN=Tuba4a PE=1 SV=1	P68368	1.15789404787702	0.348858397829223	0	0.953793056853492	0.179461698516178	0	1.37744852273619		0
P63242_Eukaryotic translation i.	proteomics_plasma	LAT	sp|P63242|IF5A1_MOUSE	Eukaryotic translation initiation factor 5A-1  OS=Mus musculus (Mouse) GN=Eif5a PE=1 SV=2	P63242	0.789645297110955	0.348858397829223	0	0.269908122437048	0.623738804030985	0	1.52853881665971		0
Q8VCM7_Fibrinogen gamma chain	proteomics_plasma	LAT	sp|Q8VCM7|FIBG_MOUSE	Fibrinogen gamma chain  OS=Mus musculus (Mouse) GN=Fgg PE=1 SV=1	Q8VCM7	-0.483088987947841	0.348858397829223	0	-0.342476085656241	0.268526804863437	0	1.43980953812531		0
P06330_Ig heavy chain V region .	proteomics_plasma	LAT	sp|P06330|HVM51_MOUSE	Ig heavy chain V region AC38 205.12  OS=Mus musculus (Mouse) PE=1 SV=1	P06330	0.467978794803063	0.348858397829223	0	0.450343574250976	0.122912497467162	0	1.27313163246108		0
O09164_Extracellular superoxide.	proteomics_plasma	LAT	sp|O09164|SODE_MOUSE	Extracellular superoxide dismutase [Cu-Zn]  OS=Mus musculus (Mouse) GN=Sod3 PE=1 SV=1	O09164	0.355601240179059	0.348858397829223	0	0.00948361219504434	0.979476548952128	0	1.65808528924952		0
Q00724_Retinol-binding protein 4	proteomics_plasma	LAT	sp|Q00724|RET4_MOUSE	Retinol-binding protein 4  OS=Mus musculus (Mouse) GN=Rbp4 PE=1 SV=2	Q00724	-0.338131675732793	0.348858397829223	0	-0.688409891407748	0.00252589226577461	1	1.20935771662942		0
Q6IRU2_Tropomyosin alpha-4 chain	proteomics_plasma	LAT	sp|Q6IRU2|TPM4_MOUSE	Tropomyosin alpha-4 chain  OS=Mus musculus (Mouse) GN=Tpm4 PE=1 SV=3	Q6IRU2	1.24671022885226	0.362319039201171	0	0.788679746291841	0.334130715326653	0	1.41621328290386		0
P01648_Ig kappa chain V-V regio.	proteomics_plasma	LAT	sp|P01648|KV5AF_MOUSE	Ig kappa chain V-V region HP 91A3  OS=Mus musculus (Mouse) PE=1 SV=1	P01648	0.971788468005499	0.367929620506375	0	0.45610038931267	0.513289400083629	0	1.3752452504913		0
P62835_Ras-related protein Rap-.	proteomics_plasma	LAT	sp|P62835|RAP1A_MOUSE	Ras-related protein Rap-1A  OS=Mus musculus (Mouse) GN=Rap1a PE=1 SV=1	P62835	0.859909783954325	0.367929620506375	0	0.101546909191281	0.883217104033849	0	1.54131385635276		0
Q91V80_Apolipoprotein F	proteomics_plasma	LAT	sp|Q91V80|APOF_MOUSE	Apolipoprotein F  OS=Mus musculus (Mouse) GN=Apof PE=2 SV=2	Q91V80	-0.660511019023446	0.367929620506375	0	-0.417581516891186	0.345013175551431	0	1.39064496698264		0
O70435_Proteasome subunit alpha.	proteomics_plasma	LAT	sp|O70435|PSA3_MOUSE	Proteasome subunit alpha type-3  OS=Mus musculus (Mouse) GN=Psma3 PE=1 SV=3	O70435	0.326320161219705	0.367929620506375	0	0.614762273063015	0.00626326087166815	1	1.29052458328295		0
P82198_Transforming growth fact.	proteomics_plasma	LAT	sp|P82198|BGH3_MOUSE	Transforming growth factor-beta-induced protein ig-h3  OS=Mus musculus (Mouse) GN=Tgfbi PE=1 SV=1	P82198	0.320439671662236	0.367929620506375	0	0.627452227377184	0.0046726839998233	1	1.15036616179662		0
Q61703_Inter-alpha-trypsin inhi.	proteomics_plasma	LAT	sp|Q61703|ITIH2_MOUSE	Inter-alpha-trypsin inhibitor heavy chain H2  OS=Mus musculus (Mouse) GN=Itih2 PE=1 SV=1	Q61703	0.149422166751705	0.367929620506375	0	0.191139083128988	0.0555101246615568	0	1.46256405316479		0
Q8BTM8_Filamin-A	proteomics_plasma	LAT	sp|Q8BTM8|FLNA_MOUSE	Filamin-A  OS=Mus musculus (Mouse) GN=Flna PE=1 SV=5	Q8BTM8	0.943428127108319	0.378676624478261	0	0.90429636447702	0.147427487467851	0	1.33201693787361		0
P07758_Alpha-1-antitrypsin 1-1	proteomics_plasma	LAT	sp|P07758|A1AT1_MOUSE	Alpha-1-antitrypsin 1-1  OS=Mus musculus (Mouse) GN=Serpina1a PE=1 SV=4	P07758	-0.787215001866084	0.378676624478261	0	-0.994819362225034	0.0644348150764096	0	0.781273279805485		0
P18525_Ig heavy chain V region .	proteomics_plasma	LAT	sp|P18525|HVM54_MOUSE	Ig heavy chain V region 5-84  OS=Mus musculus (Mouse) PE=1 SV=1	P18525	0.741077995453949	0.378676624478261	0	0.6834178760311	0.165765633597203	0	1.34375740868864		0
Q3SXB8_Collectin-11	proteomics_plasma	LAT	sp|Q3SXB8|COL11_MOUSE	Collectin-11  OS=Mus musculus (Mouse) GN=Colec11 PE=2 SV=2	Q3SXB8	0.710648441414733	0.378676624478261	0	0.1191071151136	0.836965306245957	0	1.28296303541206		0
P60710_Actin, cytoplasmic 1	proteomics_plasma	LAT	sp|P60710|ACTB_MOUSE	Actin, cytoplasmic 1  OS=Mus musculus (Mouse) GN=Actb PE=1 SV=1	P60710	0.358848853098557	0.378676624478261	0	0.584398433663583	0.0193387278170639	1	1.05671922525985		0
Q91X72_Hemopexin	proteomics_plasma	LAT	sp|Q91X72|HEMO_MOUSE	Hemopexin  OS=Mus musculus (Mouse) GN=Hpx PE=1 SV=2	Q91X72	-0.156319243124749	0.378676624478261	0	0.0234528917533012	0.842564188508118	0	1.59263189157033		0
P01837_Immunoglobulin kappa con.	proteomics_plasma	LAT	sp|P01837|IGKC_MOUSE	Immunoglobulin kappa constant  OS=Mus musculus (Mouse) GN=Igkc PE=1 SV=2	P01837	0.442996885391238	0.380178416028331	0	0.477515807855301	0.111399523792455	0	1.273048863739		0
Q62351_Transferrin receptor pro.	proteomics_plasma	LAT	sp|Q62351|TFR1_MOUSE	Transferrin receptor protein 1  OS=Mus musculus (Mouse) GN=Tfrc PE=1 SV=1	Q62351	0.224583779622627	0.436222136134863	0	-0.192012990971946	0.224749916488841	0	1.61745038851994		0
P08121_Collagen alpha-1(III) ch.	proteomics_plasma	LAT	sp|P08121|CO3A1_MOUSE	Collagen alpha-1(III) chain  OS=Mus musculus (Mouse) GN=Col3a1 PE=1 SV=4	P08121	1.08767719539076	0.448296759623705	0	0.0992545388814534	0.924076916061557	0	1.19335007432804		0
O08742_Platelet glycoprotein V	proteomics_plasma	LAT	sp|O08742|GPV_MOUSE	Platelet glycoprotein V  OS=Mus musculus (Mouse) GN=Gp5 PE=1 SV=1	O08742	1.01074521112874	0.448296759623705	0	-0.382664045132103	0.644297708557419	0	1.31083020785051		0
Q8VDD5_Myosin-9	proteomics_plasma	LAT	sp|Q8VDD5|MYH9_MOUSE	Myosin-9  OS=Mus musculus (Mouse) GN=Myh9 PE=1 SV=4	Q8VDD5	0.973835185872538	0.448296759623705	0	0.955628556889828	0.167806241794458	0	1.14041138293739		0
O70570_Polymeric immunoglobulin.	proteomics_plasma	LAT	sp|O70570|PIGR_MOUSE	Polymeric immunoglobulin receptor  OS=Mus musculus (Mouse) GN=Pigr PE=1 SV=1	O70570	0.865134816805643	0.448296759623705	0	0.41930531092849	0.555343977972606	0	1.4841348225777		0
Q99PT1_Rho GDP-dissociation inh.	proteomics_plasma	LAT	sp|Q99PT1|GDIR1_MOUSE	Rho GDP-dissociation inhibitor 1  OS=Mus musculus (Mouse) GN=Arhgdia PE=1 SV=3	Q99PT1	0.851616987260904	0.448296759623705	0	0.354092456999417	0.617521432414158	0	1.23839973095523		0
P10639_Thioredoxin	proteomics_plasma	LAT	sp|P10639|THIO_MOUSE	Thioredoxin  OS=Mus musculus (Mouse) GN=Txn PE=1 SV=3	P10639	0.812139603804511	0.448296759623705	0	1.21408890566666	0.0552864133101465	0	0.997268500703475		0
P62827_GTP-binding nuclear prot.	proteomics_plasma	LAT	sp|P62827|RAN_MOUSE	GTP-binding nuclear protein Ran  OS=Mus musculus (Mouse) GN=Ran PE=1 SV=3	P62827	0.748602537244956	0.448296759623705	0	1.22846530006668	0.0357659346777473	1	1.06703250866486		0
P21550_Beta-enolase	proteomics_plasma	LAT	sp|P21550|ENOB_MOUSE	Beta-enolase  OS=Mus musculus (Mouse) GN=Eno3 PE=1 SV=3	P21550	0.737173117598253	0.448296759623705	0	0.612237037711818	0.251540064173411	0	1.61562207038565		0
Q9CPY7_Cytosol aminopeptidase	proteomics_plasma	LAT	sp|Q9CPY7|AMPL_MOUSE	Cytosol aminopeptidase  OS=Mus musculus (Mouse) GN=Lap3 PE=1 SV=3	Q9CPY7	0.688560533852126	0.448296759623705	0	-0.0300422966890963	0.952353254361759	0	1.69571784494551		0
P01592_Immunoglobulin J chain	proteomics_plasma	LAT	sp|P01592|IGJ_MOUSE	Immunoglobulin J chain  OS=Mus musculus (Mouse) GN=Jchain PE=1 SV=4	P01592	0.660400741658567	0.448296759623705	0	-0.338129552973598	0.536973473017479	0	1.45756534694704		0
P04943_Ig kappa chain V-VI regi.	proteomics_plasma	LAT	sp|P04943|KV6A9_MOUSE	Ig kappa chain V-VI region NQ6-8.3.1  OS=Mus musculus (Mouse) PE=2 SV=1	P04943	0.507708486210028	0.448296759623705	0	0.649534798969007	0.0829855328939887	0	0.949331715538782		0
P33434_72 kDa type IV collagena.	proteomics_plasma	LAT	sp|P33434|MMP2_MOUSE	72 kDa type IV collagenase  OS=Mus musculus (Mouse) GN=Mmp2 PE=1 SV=1	P33434	0.49270354620208	0.448296759623705	0	0.156245623524846	0.701509602176911	0	1.39195715126975		0
Q9JI02_Secretoglobin family 2B .	proteomics_plasma	LAT	sp|Q9JI02|S2B20_MOUSE	Secretoglobin family 2B member 20  OS=Mus musculus (Mouse) GN=Scgb2b20 PE=2 SV=1	Q9JI02	0.430061008250192	0.448296759623705	0	-2.38455595137621	1.5578240080427e-07	1	0.820082641337067		0
E9PV24_Fibrinogen alpha chain	proteomics_plasma	LAT	sp|E9PV24|FIBA_MOUSE	Fibrinogen alpha chain  OS=Mus musculus (Mouse) GN=Fga PE=1 SV=1	E9PV24	-0.404914493696356	0.448296759623705	0	-0.304635341759347	0.319416712821407	0	1.25092980174852		0
Q8VCG4_Complement component C8 .	proteomics_plasma	LAT	sp|Q8VCG4|CO8G_MOUSE	Complement component C8 gamma chain  OS=Mus musculus (Mouse) GN=C8g PE=1 SV=1	Q8VCG4	-0.173202744188348	0.448296759623705	0	-1.3544906466205	8.39364289121621e-11	1	0.227052866581937		0
