variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
Q6P8J2_Diamine acetyltransferas.	proteomics_liver	LAT	sp|Q6P8J2|SAT2_MOUSE	Diamine acetyltransferase 2  OS=Mus musculus (Mouse) GN=Sat2 PE=1 SV=1	Q6P8J2	-0.487225314332328	0.00271165637570746	1	0.567004265702661	1.2631313646169e-05	1	1.58558330225203		0
O55142_60S ribosomal protein L3.	proteomics_liver	LAT	sp|O55142|RL35A_MOUSE	60S ribosomal protein L35a  OS=Mus musculus (Mouse) GN=Rpl35a PE=1 SV=2	O55142	-0.326255887675899	0.00313835609817923	1	-0.195054441556394	0.00465852176006155	1	2.63258107823525		0.054749575536268
Q99K67_Alpha-aminoadipic semial.	proteomics_liver	LAT	sp|Q99K67|AASS_MOUSE	Alpha-aminoadipic semialdehyde synthase, mitochondrial  OS=Mus musculus (Mouse) GN=Aass PE=1 SV=1	Q99K67	0.49925169825611	0.00317976857502905	1	-0.321606660494769	0.0118440569710673	1	2.25894870752552		-0.420834317063362
P97494_Glutamate--cysteine liga.	proteomics_liver	LAT	sp|P97494|GSH1_MOUSE	Glutamate--cysteine ligase catalytic subunit  OS=Mus musculus (Mouse) GN=Gclc PE=1 SV=4	P97494	0.336429327034075	0.0033247294593218	1	-0.221656131093908	0.00922212275199939	1	2.11734333548782		0
Q9Z1J3_Cysteine desulfurase, mi.	proteomics_liver	LAT	sp|Q9Z1J3|NFS1_MOUSE	Cysteine desulfurase, mitochondrial  OS=Mus musculus (Mouse) GN=Nfs1 PE=1 SV=3	Q9Z1J3	-0.336365169942923	0.0033247294593218	1	0.219127190644159	0.0126974848490065	1	1.0014467052271		0
P35980_60S ribosomal protein L18	proteomics_liver	LAT	sp|P35980|RL18_MOUSE	60S ribosomal protein L18  OS=Mus musculus (Mouse) GN=Rpl18 PE=1 SV=3	P35980	-0.28673404072536	0.0033247294593218	1	0.16214690032546	0.037974678495948	1	2.49819118158861		0
P14115_60S ribosomal protein L2.	proteomics_liver	LAT	sp|P14115|RL27A_MOUSE	60S ribosomal protein L27a  OS=Mus musculus (Mouse) GN=Rpl27a PE=1 SV=5	P14115	-0.286112113143425	0.00344267746068907	1	-0.140764551650243	0.0672859218993904	0	2.62940796408198		0.114788836047021
Q9D6K5_Synaptojanin-2-binding p.	proteomics_liver	LAT	sp|Q9D6K5|SYJ2B_MOUSE	Synaptojanin-2-binding protein  OS=Mus musculus (Mouse) GN=Synj2bp PE=1 SV=1	Q9D6K5	-0.468689777730383	0.00349877970629139	1	0.638301624513087	0.000285654694570586	1	0.879887305062592		0
P62806_Histone H4	proteomics_liver	LAT	sp|P62806|H4_MOUSE	Histone H4  OS=Mus musculus (Mouse) GN=Hist1h4a PE=1 SV=2	P62806	-0.381012268488778	0.00349877970629139	1	0.376465057887341	5.3379441104258e-05	1	1.44990671786214		0
P68510_14-3-3 protein eta	proteomics_liver	LAT	sp|P68510|1433F_MOUSE	14-3-3 protein eta  OS=Mus musculus (Mouse) GN=Ywhah PE=1 SV=2	P68510	-0.327303682506063	0.00349877970629139	1	0.496823419654628	2.36395949325042e-05	1	1.31790397589818		0
Q9CQ91_NADH dehydrogenase [ubiq.	proteomics_liver	LAT	sp|Q9CQ91|NDUA3_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3  OS=Mus musculus (Mouse) GN=Ndufa3 PE=1 SV=1	Q9CQ91	-0.528188774233168	0.00353704787689698	1	-0.547553094844762	0.0010018578421774	1	2.06443664726548		0
Q9D0T1_NHP2-like protein 1	proteomics_liver	LAT	sp|Q9D0T1|NH2L1_MOUSE	NHP2-like protein 1  OS=Mus musculus (Mouse) GN=Snu13 PE=1 SV=4	Q9D0T1	-0.488437772938884	0.00353704787689698	1	0.599195822885871	0.215633796568957	0	0.555716429500339		0
P62751_60S ribosomal protein L2.	proteomics_liver	LAT	sp|P62751|RL23A_MOUSE	60S ribosomal protein L23a  OS=Mus musculus (Mouse) GN=Rpl23a PE=1 SV=1	P62751	-0.293412012921845	0.00353704787689698	1	0.0801739556434065	0.246322945721767	0	2.63285726873487		0.0314477945418998
Q9CPQ1_Cytochrome c oxidase sub.	proteomics_liver	LAT	sp|Q9CPQ1|COX6C_MOUSE	Cytochrome c oxidase subunit 6C  OS=Mus musculus (Mouse) GN=Cox6c PE=1 SV=3	Q9CPQ1	-0.507519216236698	0.00367932355170185	1	0.35131537869017	0.0063632468491232	1	1.89811539501481		0
A2ATU0_Probable 2-oxoglutarate .	proteomics_liver	LAT	sp|A2ATU0|DHTK1_MOUSE	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial  OS=Mus musculus (Mouse) GN=Dhtkd1 PE=1 SV=1	A2ATU0	0.696986657696517	0.00384067701483388	1	-0.7056360765595	0.000438939458027072	1	1.96297853528472		0
P56135_ATP synthase subunit f, .	proteomics_liver	LAT	sp|P56135|ATPK_MOUSE	ATP synthase subunit f, mitochondrial  OS=Mus musculus (Mouse) GN=Atp5j2 PE=1 SV=3	P56135	-0.419572761630686	0.00397477024159385	1	0.340137698471523	0.00848988187326568	1	1.35793262267355		0
P70168_Importin subunit beta-1	proteomics_liver	LAT	sp|P70168|IMB1_MOUSE	Importin subunit beta-1  OS=Mus musculus (Mouse) GN=Kpnb1 PE=1 SV=2	P70168	0.509107423211191	0.00421752364865325	1	0.266436572359531	0.111674468774308	0	2.39334194681333		0
P52503_NADH dehydrogenase [ubiq.	proteomics_liver	LAT	sp|P52503|NDUS6_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufs6 PE=1 SV=2	P52503	-0.504694165600018	0.00421752364865325	1	-0.501723054069387	0.00238875831202893	1	1.78446120634769		0
P62900_60S ribosomal protein L31	proteomics_liver	LAT	sp|P62900|RL31_MOUSE	60S ribosomal protein L31  OS=Mus musculus (Mouse) GN=Rpl31 PE=1 SV=1	P62900	-0.322084662633497	0.00426441027411854	1	-0.124717379272976	0.0489445366193114	1	2.52056343919521		0.0754779532693331
Q8R0Y6_Cytosolic 10-formyltetra.	proteomics_liver	LAT	sp|Q8R0Y6|AL1L1_MOUSE	Cytosolic 10-formyltetrahydrofolate dehydrogenase  OS=Mus musculus (Mouse) GN=Aldh1l1 PE=1 SV=1	Q8R0Y6	0.419363397792967	0.00433215916560709	1	-0.205430102469109	0.0466386481385797	1	2.58641732567577		0
P60867_40S ribosomal protein S20	proteomics_liver	LAT	sp|P60867|RS20_MOUSE	40S ribosomal protein S20  OS=Mus musculus (Mouse) GN=Rps20 PE=1 SV=1	P60867	-0.268972387361462	0.00478170775758575	1	0.149804090266855	0.0715175402185776	0	2.39059824392588		0
P62270_40S ribosomal protein S18	proteomics_liver	LAT	sp|P62270|RS18_MOUSE	40S ribosomal protein S18  OS=Mus musculus (Mouse) GN=Rps18 PE=1 SV=3	P62270	-0.277113129032568	0.00521740821442878	1	-0.133775753693261	0.0460015567940179	1	2.73449871844537		0.120818860170146
Q9DCQ2_Putative L-aspartate deh.	proteomics_liver	LAT	sp|Q9DCQ2|ASPD_MOUSE	Putative L-aspartate dehydrogenase  OS=Mus musculus (Mouse) GN=Aspdh PE=1 SV=1	Q9DCQ2	-0.286354032316062	0.00538857163896045	1	0.308611929118285	0.000762473579969899	1	1.55894117608376		0
Q9D071_MMS19 nucleotide excisio.	proteomics_liver	LAT	sp|Q9D071|MMS19_MOUSE	MMS19 nucleotide excision repair protein homolog  OS=Mus musculus (Mouse) GN=Mms19 PE=1 SV=1	Q9D071	0.523167882347341	0.00557193605069724	1	-0.438971922937125	0.00206324531598999	1	1.67177946742217		0
Q9CQ54_NADH dehydrogenase [ubiq.	proteomics_liver	LAT	sp|Q9CQ54|NDUC2_MOUSE	NADH dehydrogenase [ubiquinone] 1 subunit C2  OS=Mus musculus (Mouse) GN=Ndufc2 PE=1 SV=1	Q9CQ54	-0.326545022034992	0.00582093227348155	1	-0.31711955553218	0.00291394452983245	1	1.96191758816665		0
P35576_Glucose-6-phosphatase	proteomics_liver	LAT	sp|P35576|G6PC_MOUSE	Glucose-6-phosphatase  OS=Mus musculus (Mouse) GN=G6pc PE=1 SV=2	P35576	0.647525011370004	0.00592644651017163	1	-0.805693885401787	0.00010201175216675	1	1.13309689373027		0
P61089_Ubiquitin-conjugating en.	proteomics_liver	LAT	sp|P61089|UBE2N_MOUSE	Ubiquitin-conjugating enzyme E2 N  OS=Mus musculus (Mouse) GN=Ube2n PE=1 SV=1	P61089	-0.201458652257937	0.00592644651017163	1	0.201196347323094	0.00403003165628446	1	1.73147226782019		0
Q6PB66_Leucine-rich PPR motif-c.	proteomics_liver	LAT	sp|Q6PB66|LPPRC_MOUSE	Leucine-rich PPR motif-containing protein, mitochondrial  OS=Mus musculus (Mouse) GN=Lrpprc PE=1 SV=2	Q6PB66	0.589232110787457	0.00631360070997985	1	-0.493173844117102	0.00772610064344652	1	1.98887402564038		0
Q8VCB3_Glycogen [starch] syntha.	proteomics_liver	LAT	sp|Q8VCB3|GYS2_MOUSE	Glycogen [starch] synthase, liver  OS=Mus musculus (Mouse) GN=Gys2 PE=1 SV=2	Q8VCB3	0.374622469190697	0.00699912172615459	1	-0.624851505082404	2.13794854662745e-05	1	1.14403442164388		0
Q9WTI7_Unconventional myosin-Ic	proteomics_liver	LAT	sp|Q9WTI7|MYO1C_MOUSE	Unconventional myosin-Ic  OS=Mus musculus (Mouse) GN=Myo1c PE=1 SV=2	Q9WTI7	0.696209943480088	0.00730442812470019	1	-0.382831142799567	0.0826274737417684	0	0.447352294839183		0
Q8QZR3_Pyrethroid hydrolase Ces.	proteomics_liver	LAT	sp|Q8QZR3|EST2A_MOUSE	Pyrethroid hydrolase Ces2a  OS=Mus musculus (Mouse) GN=Ces2a PE=1 SV=1	Q8QZR3	0.631378031360502	0.00730442812470019	1	-0.598164407230765	0.0017411127170663	1	1.81676883574531		0
Q99J56_Derlin-1	proteomics_liver	LAT	sp|Q99J56|DERL1_MOUSE	Derlin-1  OS=Mus musculus (Mouse) GN=Derl1 PE=1 SV=1	Q99J56	0.625758560876225	0.00730442812470019	1	-0.660133904307582	0.00313949368231586	1	1.03307406752775		0
P03921_NADH-ubiquinone oxidored.	proteomics_liver	LAT	sp|P03921|NU5M_MOUSE	NADH-ubiquinone oxidoreductase chain 5  OS=Mus musculus (Mouse) GN=Mtnd5 PE=1 SV=3	P03921	0.545741030299137	0.00730442812470019	1	-0.449208382065315	0.00216882042378012	1	1.86313951855274		0
Q6ZWV7_60S ribosomal protein L35	proteomics_liver	LAT	sp|Q6ZWV7|RL35_MOUSE	60S ribosomal protein L35  OS=Mus musculus (Mouse) GN=Rpl35 PE=1 SV=1	Q6ZWV7	-0.524168583842677	0.00730442812470019	1	-0.248428411402873	0.071699871905586	0	2.30797021247393		0
Q8CHR6_Dihydropyrimidine dehydr.	proteomics_liver	LAT	sp|Q8CHR6|DPYD_MOUSE	Dihydropyrimidine dehydrogenase [NADP(+)]  OS=Mus musculus (Mouse) GN=Dpyd PE=1 SV=1	Q8CHR6	0.50071534809949	0.00730442812470019	1	-0.150154213857082	0.317873266655886	0	2.4247387690742		0
Q9CQ75_NADH dehydrogenase [ubiq.	proteomics_liver	LAT	sp|Q9CQ75|NDUA2_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2  OS=Mus musculus (Mouse) GN=Ndufa2 PE=1 SV=3	Q9CQ75	-0.481258953350828	0.00730442812470019	1	-0.460142490220772	0.00307192417410497	1	1.92044768701091		0
P0C0S6_Histone H2A.Z	proteomics_liver	LAT	sp|P0C0S6|H2AZ_MOUSE	Histone H2A.Z  OS=Mus musculus (Mouse) GN=H2afz PE=1 SV=2	P0C0S6	-0.386091778701921	0.00730442812470019	1	0.30635575815408	0.00321423644218949	1	1.69795558392576		0
Q9D0R2_Threonine--tRNA ligase, .	proteomics_liver	LAT	sp|Q9D0R2|SYTC_MOUSE	Threonine--tRNA ligase, cytoplasmic  OS=Mus musculus (Mouse) GN=Tars PE=1 SV=2	Q9D0R2	0.335153451505782	0.00730442812470019	1	-0.2916702622577	0.0024428262765574	1	1.52812470560599		0
P62911_60S ribosomal protein L32	proteomics_liver	LAT	sp|P62911|RL32_MOUSE	60S ribosomal protein L32  OS=Mus musculus (Mouse) GN=Rpl32 PE=1 SV=2	P62911	-0.30825142822464	0.00730442812470019	1	0.0784096255593099	0.34639585001536	0	2.18451276568745		0
Q91WS0_CDGSH iron-sulfur domain.	proteomics_liver	LAT	sp|Q91WS0|CISD1_MOUSE	CDGSH iron-sulfur domain-containing protein 1  OS=Mus musculus (Mouse) GN=Cisd1 PE=1 SV=1	Q91WS0	-0.280544330389208	0.00730442812470019	1	0.178708467033932	0.00754510912921642	1	1.42919513224658		0
Q3ULJ0_Glycerol-3-phosphate deh.	proteomics_liver	LAT	sp|Q3ULJ0|GPD1L_MOUSE	Glycerol-3-phosphate dehydrogenase 1-like protein  OS=Mus musculus (Mouse) GN=Gpd1l PE=1 SV=2	Q3ULJ0	-0.261326813151641	0.00730442812470019	1	0.312525703595881	0.00936662942326046	1	0.657350127944303		0
P16332_Methylmalonyl-CoA mutase.	proteomics_liver	LAT	sp|P16332|MUTA_MOUSE	Methylmalonyl-CoA mutase, mitochondrial  OS=Mus musculus (Mouse) GN=Mut PE=1 SV=2	P16332	0.25805879673921	0.00730442812470019	1	-0.161099312672395	0.0184604417096783	1	2.44358300026464		0
P47963_60S ribosomal protein L13	proteomics_liver	LAT	sp|P47963|RL13_MOUSE	60S ribosomal protein L13  OS=Mus musculus (Mouse) GN=Rpl13 PE=1 SV=3	P47963	-0.227750313756804	0.00730442812470019	1	0.127856586558824	0.119536540828888	0	2.23570742128029		0
P46638_Ras-related protein Rab-.	proteomics_liver	LAT	sp|P46638|RB11B_MOUSE	Ras-related protein Rab-11B  OS=Mus musculus (Mouse) GN=Rab11b PE=1 SV=3	P46638	-0.216516595153983	0.00730442812470019	1	0.201720166643124	0.0194484657871394	1	1.84531609392226		0
Q9QUM9_Proteasome subunit alpha.	proteomics_liver	LAT	sp|Q9QUM9|PSA6_MOUSE	Proteasome subunit alpha type-6  OS=Mus musculus (Mouse) GN=Psma6 PE=1 SV=1	Q9QUM9	-0.202953754220456	0.00730442812470019	1	0.0979946293018727	0.0683417221861356	0	2.38479108083004		0
Q01853_Transitional endoplasmic.	proteomics_liver	LAT	sp|Q01853|TERA_MOUSE	Transitional endoplasmic reticulum ATPase  OS=Mus musculus (Mouse) GN=Vcp PE=1 SV=4	Q01853	0.676622905744715	0.0075957495111706	1	-0.514850791815878	0.00699050212481993	1	1.93876248057604		0
P15532_Nucleoside diphosphate k.	proteomics_liver	LAT	sp|P15532|NDKA_MOUSE	Nucleoside diphosphate kinase A  OS=Mus musculus (Mouse) GN=Nme1 PE=1 SV=1	P15532	-0.303151483777082	0.0075957495111706	1	-0.172838558251975	0.145678232929831	0	2.58072877760822		0
P00397_Cytochrome c oxidase sub.	proteomics_liver	LAT	sp|P00397|COX1_MOUSE	Cytochrome c oxidase subunit 1  OS=Mus musculus (Mouse) GN=Mtco1 PE=1 SV=2	P00397	0.519959622158744	0.00783968549340719	1	-0.351423318301531	0.0140424422950676	1	1.83198710800859		0
Q6ZWY3_40S ribosomal protein S2.	proteomics_liver	LAT	sp|Q6ZWY3|RS27L_MOUSE	40S ribosomal protein S27-like  OS=Mus musculus (Mouse) GN=Rps27l PE=1 SV=3	Q6ZWY3	-0.248645693471609	0.00787618086563236	1	-0.321533223162326	0.00647416647016884	1	1.83273920655009		0
Q9CRB9_MICOS complex subunit Mi.	proteomics_liver	LAT	sp|Q9CRB9|MIC19_MOUSE	MICOS complex subunit Mic19  OS=Mus musculus (Mouse) GN=Chchd3 PE=1 SV=1	Q9CRB9	-0.315171397425416	0.00788455611052906	1	-0.247458981140689	0.0775526241350355	0	1.64998938691051		0
Q8R0W0_Epiplakin	proteomics_liver	LAT	sp|Q8R0W0|EPIPL_MOUSE	Epiplakin  OS=Mus musculus (Mouse) GN=Eppk1 PE=1 SV=2	Q8R0W0	0.71603494477009	0.00827914069915873	1	-1.01931658512731	8.50751919121089e-05	1	1.10915921458475		0
Q6P5F9_Exportin-1	proteomics_liver	LAT	sp|Q6P5F9|XPO1_MOUSE	Exportin-1  OS=Mus musculus (Mouse) GN=Xpo1 PE=1 SV=1	Q6P5F9	0.347570410330793	0.0084443767744136	1	-0.19495513860571	0.0425840851659946	1	1.67130895707952		0
Q8CFX1_GDH/6PGL endoplasmic bif.	proteomics_liver	LAT	sp|Q8CFX1|G6PE_MOUSE	GDH/6PGL endoplasmic bifunctional protein  OS=Mus musculus (Mouse) GN=H6pd PE=1 SV=2	Q8CFX1	0.305561262852528	0.0084443767744136	1	-0.432346707065264	0.000216464103582064	1	1.2658835112285		0
O55029_Coatomer subunit beta'	proteomics_liver	LAT	sp|O55029|COPB2_MOUSE	Coatomer subunit beta'  OS=Mus musculus (Mouse) GN=Copb2 PE=1 SV=2	O55029	0.533327888914908	0.00846184347308533	1	-0.45256368992812	0.00275629046992147	1	1.38816292004745		0
P62897_Cytochrome c, somatic	proteomics_liver	LAT	sp|P62897|CYC_MOUSE	Cytochrome c, somatic  OS=Mus musculus (Mouse) GN=Cycs PE=1 SV=2	P62897	-0.321532523469404	0.00846184347308533	1	-0.290642990147632	0.0118807570021982	1	2.06556083682527		0
P62983_Ubiquitin-40S ribosomal .	proteomics_liver	LAT	sp|P62983|RS27A_MOUSE	Ubiquitin-40S ribosomal protein S27a  OS=Mus musculus (Mouse) GN=Rps27a PE=1 SV=2	P62983	-0.262720315576427	0.00846184347308533	1	0.0893722888277324	0.106068552312778	0	2.19555731375576		0
P62855_40S ribosomal protein S26	proteomics_liver	LAT	sp|P62855|RS26_MOUSE	40S ribosomal protein S26  OS=Mus musculus (Mouse) GN=Rps26 PE=1 SV=3	P62855	-0.252855856794202	0.00846184347308533	1	0.156154525808695	0.104301735074563	0	1.42072635704438		0
Q64433_10 kDa heat shock protei.	proteomics_liver	LAT	sp|Q64433|CH10_MOUSE	10 kDa heat shock protein, mitochondrial  OS=Mus musculus (Mouse) GN=Hspe1 PE=1 SV=2	Q64433	-0.304148082351105	0.00864309032907713	1	0.294804805795845	0.00403003165628446	1	1.36241829063224		0
Q8BHN3_Neutral alpha-glucosidas.	proteomics_liver	LAT	sp|Q8BHN3|GANAB_MOUSE	Neutral alpha-glucosidase AB  OS=Mus musculus (Mouse) GN=Ganab PE=1 SV=1	Q8BHN3	0.8437732531969	0.00890178197433697	1	-0.357723330427685	0.106822239935142	0	2.0784256129659		0
Q8R5H1_Ubiquitin carboxyl-termi.	proteomics_liver	LAT	sp|Q8R5H1|UBP15_MOUSE	Ubiquitin carboxyl-terminal hydrolase 15  OS=Mus musculus (Mouse) GN=Usp15 PE=1 SV=1	Q8R5H1	0.48981186648863	0.00890178197433697	1	-0.359089737680634	0.0146483377120144	1	1.4941624935536		0
Q9CQN6_Transmembrane protein 14C	proteomics_liver	LAT	sp|Q9CQN6|TM14C_MOUSE	Transmembrane protein 14C  OS=Mus musculus (Mouse) GN=Tmem14c PE=1 SV=1	Q9CQN6	0.40829904689403	0.00890178197433697	1	-0.448428167086171	0.000354906023560767	1	1.75302888119934		0
O08583_THO complex subunit 4	proteomics_liver	LAT	sp|O08583|THOC4_MOUSE	THO complex subunit 4  OS=Mus musculus (Mouse) GN=Alyref PE=1 SV=3	O08583	-0.529549086090046	0.00944876248067616	1	0.461420960968557	0.00533628110908751	1	1.75263494728599		0
P11438_Lysosome-associated memb.	proteomics_liver	LAT	sp|P11438|LAMP1_MOUSE	Lysosome-associated membrane glycoprotein 1  OS=Mus musculus (Mouse) GN=Lamp1 PE=1 SV=2	P11438	2.09166621479794	0.00975772357028707	1	-1.1630982655332	0.0241722905781309	1	1.41636608266767		0
Q8CGK3_Lon protease homolog, mi.	proteomics_liver	LAT	sp|Q8CGK3|LONM_MOUSE	Lon protease homolog, mitochondrial  OS=Mus musculus (Mouse) GN=Lonp1 PE=1 SV=2	Q8CGK3	0.600700255796063	0.00991569828606242	1	-0.355123020204577	0.0350626344937392	1	2.09951480546527		0
P09055_Integrin beta-1	proteomics_liver	LAT	sp|P09055|ITB1_MOUSE	Integrin beta-1  OS=Mus musculus (Mouse) GN=Itgb1 PE=1 SV=1	P09055	1.00270607137665	0.0103714561695444	1	0.485432785930143	0.27986627463724	0	2.13869762607273		0
Q9CZX8_40S ribosomal protein S19	proteomics_liver	LAT	sp|Q9CZX8|RS19_MOUSE	40S ribosomal protein S19  OS=Mus musculus (Mouse) GN=Rps19 PE=1 SV=3	Q9CZX8	-0.281729732271209	0.0108533997511214	1	-0.131743089868557	0.131755140244041	0	2.6235648245952		0
Q9CPP6_NADH dehydrogenase [ubiq.	proteomics_liver	LAT	sp|Q9CPP6|NDUA5_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5  OS=Mus musculus (Mouse) GN=Ndufa5 PE=1 SV=3	Q9CPP6	-0.279127275325035	0.011386786514097	1	-0.295019892516901	0.00647562635130589	1	1.8931925103208		0
Q76LS9_Ubiquitin carboxyl-termi.	proteomics_liver	LAT	sp|Q76LS9|MINY1_MOUSE	Ubiquitin carboxyl-terminal hydrolase MINDY-1  OS=Mus musculus (Mouse) GN=Mindy1 PE=1 SV=1	Q76LS9	2.10816897064199	0.011391385559658	1	1.63407993483021	0.150612109456858	0	1.42016145183101		0
P62301_40S ribosomal protein S13	proteomics_liver	LAT	sp|P62301|RS13_MOUSE	40S ribosomal protein S13  OS=Mus musculus (Mouse) GN=Rps13 PE=1 SV=2	P62301	-0.236318810888083	0.011391385559658	1	-0.0906069293742569	0.250499290897629	0	2.33026066588198		0
